ingredient,adverse_event,count,IC025
BIFIDOBACTERIUM LONGUM SUBSP. LONGUM,PAIN,18,0.147538343540905
Zinc,URINARY TRACT INFECTION,29,0.147182026759325
Caffeine,MYOGLOBIN BLOOD INCREASED,3,0.146960274896739
UBIDECARENONE,NEPHROLITHIASIS,4,0.146673346706436
D-GLUCURONO-GAMMA-LACTONE,ANXIETY,3,0.146573357729294
Iron,TRICHORRHEXIS,32,0.146472125696516
CALCAREA MURIATICA,RASH PRURITIC,7,0.14622533709998
Caffeine,DRUG SCREEN POSITIVE,3,0.14618547124102
Silicon,DRUG INTERACTION,5,0.146171713064304
Berberine,HYPERHIDROSIS,3,0.145927778933551
Cranberry,OEDEMA,4,0.14571524650947
Vitamin D,ALLERGY TO CHEMICALS,13,0.145508667758024
Capsicum,VOMITING,36,0.144971760343662
Bear's Garlic,ALOPECIA,41,0.144811440152276
Club Moss,MYOCARDIAL INFARCTION,3,0.14468982522785
Baikal Skullcap,IRRITABILITY,3,0.144558122168234
CALCAREA MURIATICA,EAR DISCOMFORT,5,0.144329304736395
BLACK TEA LEAF EXTRACT,CHEST PAIN,8,0.144216421799688
MAGNOLIA OFFICINALIS,ACNE,3,0.144143826211799
Gentian,HEADACHE,4,0.143803813962697
HYDROXYTEA   <P CLASS='INDENT01B' DATA-INGID='16160'>GREEN TEA EXTRACT(STANDARDIZED FOR 5% GINGEROLS);</P><P CLASS='INDENT01B' DATA-INGID='8782'>RASPBERRY KETONE;</P><P CLASS='INDENT01B' DATA-INGID='18405'>QUERCETIN DIHYDRATE (AS FAVA D'ANTA);</P>,HYPERTENSION,9,0.14378899649405
SODIUM,HYPERCHOLESTEROLAEMIA,3,0.143586832589107
LACTOBACILLUS RHAMNOSUS,DIARRHOEA,26,0.143435946883657
Vitamin C,BLOOD ARSENIC INCREASED,15,0.143287316608863
Selenium,MYOCARDIAL INFARCTION,37,0.142737312364677
Glucosamine Hydrochloride,RASH PRURITIC,4,0.141969821122228
Tyrosine,HEPATIC FAILURE,5,0.141616663361972
GYMNEMA SYLVESTRE LEAF EXTRACT,LIVER FUNCTION TEST ABNORMAL,4,0.141370449576215
"2,5-CYCLOHEXADIENE-1,4-DIONE, 2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-DECAMETHYL-2,6,10,14,18,22,26,30,34,38-TETRACONTADECAENYL]-5,6-DIMETHOXY-3-METHYL",VERTIGO,5,0.141055069312775
Yellow Dock,NAUSEA,5,0.140781875388061
Vitamin E,FOREIGN BODY TRAUMA,93,0.140768022184421
Papain,CHOLESTASIS,3,0.140697577083963
COENZYME Q10,CHEST DISCOMFORT,8,0.140444606952501
Zizyphus,ACNE,3,0.140126702989791
Yohimbe,ANXIETY,5,0.140070114909296
HYDROXAGEN PLUS   <P CLASS='INDENT01B' DATA-INGID='15985'>GARCINIA CAMBOGIA EXTRACT(STANDARDIZED FOR 5% ROSAVINS);</P>,EMOTIONAL DISTRESS,4,0.139861741598231
Cat's Claw,CHOKING,11,0.139723798880965
Boron,SCROTAL SWELLING,3,0.139636847510118
Poria Mushroom,ACNE,3,0.13920379886978
Hyaluronic Acid,HEPATIC FUNCTION ABNORMAL,3,0.13916250028894
Alpha-Lipoic Acid,PARANOIA,4,0.138386282417433
Vitamin B12,CHOKING,146,0.138015688348305
Acerola,RASH PRURITIC,7,0.137478293094045
LECITHIN,FOREIGN BODY,7,0.13708133781639
Betaine Hydrochloride,DIVERTICULITIS,3,0.136654044807937
FREE PLANT STEROLS,ADVERSE REACTION,4,0.136460479108236
HYDROXAGEN PLUS   <P CLASS='INDENT01B' DATA-INGID='15985'>GARCINIA CAMBOGIA EXTRACT(STANDARDIZED FOR 5% ROSAVINS);</P>,PROTHROMBIN TIME PROLONGED,3,0.136425689965348
PTEROCARPUS MARSUPIUM,DEHYDRATION,5,0.136045308952875
Pantothenic Acid,SOMNOLENCE,35,0.135392691242248
Flaxseed Oil,VITAMIN B12 INCREASED,3,0.135287431937202
Iron,HAIR GROWTH ABNORMAL,15,0.135174924940659
DANDELION ROOT EXTRACT,DYSPNOEA,5,0.135169879366832
Vitamin E,TRICHORRHEXIS,59,0.135103041743551
Oolong Tea,RASH GENERALISED,5,0.135018419683308
HYDROXYTEA   <P CLASS='INDENT01B' DATA-INGID='16160'>GREEN TEA EXTRACT(STANDARDIZED FOR 5% GINGEROLS);</P><P CLASS='INDENT01B' DATA-INGID='8782'>RASPBERRY KETONE;</P><P CLASS='INDENT01B' DATA-INGID='18405'>QUERCETIN DIHYDRATE (AS FAVA D'ANTA);</P>,ASTHENIA,16,0.134903151775659
Theanine,HEPATIC FAILURE,4,0.134794946690788
Alpha-Lipoic Acid,TACHYCARDIA,9,0.134589818267191
Vitamin C,ALOPECIA,331,0.133950478275664
HYDROXYTEA   <P CLASS='INDENT01B' DATA-INGID='16160'>GREEN TEA EXTRACT(STANDARDIZED FOR 5% GINGEROLS);</P><P CLASS='INDENT01B' DATA-INGID='8782'>RASPBERRY KETONE;</P><P CLASS='INDENT01B' DATA-INGID='18405'>QUERCETIN DIHYDRATE (AS FAVA D'ANTA);</P>,EMOTIONAL DISTRESS,4,0.133681451613832
Phosphatidylserine,HYPOTRICHOSIS,3,0.133404679492118
Folic Acid,SMOOTH MUSCLE ANTIBODY POSITIVE,3,0.13302288189372
Melatonin,INTERNATIONAL NORMALISED RATIO DECREASED,3,0.133020392208899
HYDROXAGEN PLUS   <P CLASS='INDENT01B' DATA-INGID='15985'>GARCINIA CAMBOGIA EXTRACT(STANDARDIZED FOR 5% ROSAVINS);</P>,ASTHENIA,16,0.132856114833953
Pomegranate,TACHYCARDIA,5,0.132768972527753
HYDROXYTEA   <P CLASS='INDENT01B' DATA-INGID='16160'>GREEN TEA EXTRACT(STANDARDIZED FOR 5% GINGEROLS);</P><P CLASS='INDENT01B' DATA-INGID='8782'>RASPBERRY KETONE;</P><P CLASS='INDENT01B' DATA-INGID='18405'>QUERCETIN DIHYDRATE (AS FAVA D'ANTA);</P>,HEPATIC STEATOSIS,4,0.132387295018983
Alpha-Lipoic Acid,FATIGUE,31,0.132142116478416
Molybdenum,ANURIA,5,0.132048065393353
Thiamine,HAIR GROWTH ABNORMAL,16,0.13187870559758
Wild Yam,PANCREATIC DISORDER,3,0.131844918382773
Zinc,RENAL DISORDER,23,0.131525073107021
PEPPERMINT POWDER,CONSTIPATION,3,0.130936964194746
HYDROXAGEN PLUS   <P CLASS='INDENT01B' DATA-INGID='15985'>GARCINIA CAMBOGIA EXTRACT(STANDARDIZED FOR 5% ROSAVINS);</P>,HYPERTENSION,9,0.130814130944866
LACTOBACILLUS PARACASEI,ABDOMINAL DISTENSION,8,0.130632014885526
CARROT ROOT POWDER,JAUNDICE,4,0.130345978026634
LACTOBACILLUS ACIDOPHILUS,DECREASED APPETITE,10,0.130259993267678
Phosphatidylserine,INSOMNIA,5,0.130069539584383
Horny Goat Weed,DYSPNOEA,11,0.129748035579136
Vitamin D,ALOPECIA,444,0.129447425101898
Beta-Carotene,DYSPHAGIA,46,0.129221463521377
VITAMIN B6,ALOPECIA,210,0.129135849108872
Rutin,EMOTIONAL DISORDER,4,0.129031979109193
PLECTRANTHUS BARBATUS,HEPATIC FUNCTION ABNORMAL,3,0.128596118915796
TOTAL CARBOHYDRATE,OROPHARYNGEAL SWELLING,5,0.128399604781364
Iron,DYSPHAGIA,67,0.128068478649535
Alfalfa,DIZZINESS,18,0.127670498560713
Gelatin,COUGH,8,0.127558157967311
Sage,ABDOMINAL DISTENSION,3,0.126894694861368
Celery,ABDOMINAL PAIN,5,0.126797706845879
Cocoa,DIZZINESS,11,0.126423408114595
"2,5-CYCLOHEXADIENE-1,4-DIONE, 2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-DECAMETHYL-2,6,10,14,18,22,26,30,34,38-TETRACONTADECAENYL]-5,6-DIMETHOXY-3-METHYL",FOREIGN BODY,11,0.126384390812686
BIFIDOBACTERIUM BIFIDUM,DIARRHOEA,16,0.126089660906116
Alpha-Lipoic Acid,VOMITING,48,0.125956980413152
CHOLESTEROL,URTICARIA,7,0.125834994155215
Safflower,HYPOAESTHESIA,8,0.125509071428082
3-PYRIDINECARBOXAMIDE,RETCHING,11,0.124512370832579
Androstenedione,OESOPHAGEAL PAIN,4,0.124371039466427
Flaxseed Oil,BLOOD SODIUM DECREASED,4,0.124364822621254
Vitamin C,BODY HEIGHT DECREASED,5,0.124302696855099
Oolong Tea,HYPOKALAEMIA,5,0.124066283845023
GREEN TEA LEAF EXTRACT,CHEST PAIN,9,0.123394878260906
COENZYME Q10,LOSS OF CONSCIOUSNESS,13,0.123378232740342
Rose Hip,COELIAC DISEASE,8,0.123271444429759
Garcinia,FATIGUE,17,0.123010877284757
EXCLUSIVE BLEND,ABDOMINAL PAIN,5,0.122109061544989
Cocoa,VOMITING,13,0.122085719935974
L-Citrulline,HYPERTENSION,6,0.121999634909517
Cassia Cinnamon,HEPATIC STEATOSIS,4,0.121760092730158
WITHANIA SOMNIFERA,VOMITING,12,0.121344365396888
N-Acetyl Cysteine,DEPRESSION,6,0.121255606019287
Siberian Ginseng,NAUSEA,52,0.120571182500918
Androstenedione,PRURITUS,75,0.120231510606424
Vinpocetine,NAUSEA,6,0.120013979161902
Lemon,COELIAC DISEASE,8,0.11967587580324
Potassium,INTERNATIONAL NORMALISED RATIO INCREASED,16,0.119607347037843
Capsicum,HEPATIC FAILURE,5,0.119249086607258
VACCINIUM CORYMBOSUM,URTICARIA,4,0.119195801409462
Blueberry,COELIAC DISEASE,8,0.119058924631991
Alfalfa,DYSPEPSIA,7,0.119037564811182
Green Coffee,HEPATOCELLULAR INJURY,3,0.118311851853366
Chitosan,HEPATIC FUNCTION ABNORMAL,4,0.118135483267141
CHOLESTEROL,CONSTIPATION,5,0.117875618768955
Astaxanthin,AMNESIA,3,0.117188618383109
Aloe,GALLBLADDER DISORDER,5,0.116841288194609
Alpha-Lipoic Acid,CHROMATURIA,11,0.116558874199056
Apple Cider Vinegar,VOMITING,8,0.116345727246568
(BETA-HYDROXYETHYL)TRIMETHYLAMMONIUM,HYPERTHERMIA,3,0.116233967015389
Rutin,SKIN IRRITATION,13,0.115877145453163
Green Tea,MYOCARDIAL INFARCTION,5,0.115418996830431
Vitamin D,DERMATITIS CONTACT,14,0.11530572510202
Caffeine,HEPATIC FUNCTION ABNORMAL,6,0.115202597332878
FREE PLANT STEROLS,POLLAKIURIA,5,0.115189855952767
Folic Acid,PREMATURE BABY,6,0.115013512576935
Watercress,CONVULSION,4,0.11446340916709
Theanine,NAUSEA,25,0.113891607226816
Chromium,INJURY,10,0.113572332477759
ALLIUM SATIVUM,SWOLLEN TONGUE,5,0.113506710849677
BRASSICA OLERACEA VAR. ITALICA,PRURITUS,76,0.113151160388162
KRILL OIL,SWELLING,6,0.112942607936791
Fructo-Oligosaccharides,ABDOMINAL DISTENSION,5,0.112902930068598
Potassium,ASPARTATE AMINOTRANSFERASE INCREASED,34,0.112575155171092
Docosahexaenoic Acid,EPISTAXIS,3,0.112475889908724
Potassium,HEPATIC CIRRHOSIS,7,0.112398178748708
3-PYRIDINECARBOXAMIDE,ALOPECIA,67,0.112356180152171
CALCAREA MURIATICA,DYSSTASIA,4,0.112187550556732
White Mulberry,ARTHRALGIA,4,0.11214592784916
Flaxseed,DIARRHOEA,5,0.111639102224181
Cocoa,TREMOR,5,0.111535517698541
Irvingia gabonensis,PANCREATITIS,4,0.111331155287548
L-Citrulline,HOSPITALISATION,4,0.111023963903956
Willow Bark,LETHARGY,8,0.110815967519453
Folic Acid,DYSPHAGIA,87,0.110766237372666
Irvingia gabonensis,BIOPSY LIVER ABNORMAL,3,0.11058220835168
Siberian Ginseng,ALTERED STATE OF CONSCIOUSNESS,3,0.110247349467413
Boron,CYSTITIS,6,0.110239880785387
BIFIDOBACTERIUM ANIMALIS SUBSP. LACTIS,PAIN,17,0.110222333993815
Taurine,HEART RATE INCREASED,15,0.109925187230321
"(3R,3'R,6'R)-BETA,EPSILON-CAROTENE-3,3'-DIOL",PRODUCTIVE COUGH,3,0.109771668788476
Branched-chain Amino Acids,VOMITING,16,0.109761509249943
HYDROXYTEA   <P CLASS='INDENT01B' DATA-INGID='16160'>GREEN TEA EXTRACT(STANDARDIZED FOR 5% GINGEROLS);</P><P CLASS='INDENT01B' DATA-INGID='8782'>RASPBERRY KETONE;</P><P CLASS='INDENT01B' DATA-INGID='18405'>QUERCETIN DIHYDRATE (AS FAVA D'ANTA);</P>,MENTAL STATUS CHANGES,3,0.108988814625808
BRASSICA OLERACEA VAR. ITALICA,OESOPHAGEAL PAIN,4,0.10839909165303
Taurine,OVERDOSE,3,0.108178182210029
DANDELION POWDER EXTRACT,CONSTIPATION,3,0.108043160093658
Boron,HAEMOPTYSIS,5,0.107971827854402
EXCLUSIVE BLEND   <P CLASS='INDENT01B' DATA-INGID='10361'>MILK THISTLE EXTRACT (SEED);</P><P CLASS='INDENT01B' DATA-INGID='5169'>INULIN;</P><P CLASS='INDENT01B' DATA-INGID='6436'>BEET ROOT POWDER (ROOT);</P><P CLASS='INDENT01B' DATA-INGID='10482'>LACTOBACILLUS ACIDOPHILUS (LACTOBACILLUS ACIDOPHILUS);</P><P CLASS='INDENT01B' DATA-INGID='10454'>HESPERIDIN COMPLEX (PEEL AND PULP);</P><P CLASS='INDENT01B' DATA-INGID='5254'>APPLE PECTIN;</P><P CLASS='INDENT01B' DATA-INGID='10484'>LEMON PECTIN;</P><P CLASS='INDENT01B' DATA-INGID='10346'>CHAMOMILE POWDERED EXTRACT (FLOWER);</P>,CONSTIPATION,3,0.107613564192897
Bilberry,PNEUMONIA,4,0.106969648366291
Molybdenum,FLUID RETENTION,10,0.10682978016361
Lutein,RENAL DISORDER,4,0.10673771761364
Molybdenum,RENAL DISORDER,14,0.106352574172152
Theanine,JAUNDICE,9,0.106295370364446
Glucosamine Sulfate,MUSCULOSKELETAL PAIN,4,0.106026068446719
Milk Thistle,CHOKING,30,0.105962380396265
Pantothenic Acid,GASTRIC HAEMORRHAGE,12,0.10596127707354
Chromium,THROMBOSIS,22,0.105950224203588
Siberian Ginseng,KIDNEY INFECTION,4,0.105501636370761
FISH OIL,DYSGEUSIA,29,0.105123620000773
Oregano,BLOOD BILIRUBIN INCREASED,4,0.105108969062253
Zinc,BLOOD GLUCOSE INCREASED,33,0.104422524416137
PROTEIN,RASH MACULAR,3,0.104326141040004
Rutin,ERYTHEMA,32,0.104122424722505
HYDROXAGEN PLUS   <P CLASS='INDENT01B' DATA-INGID='15985'>GARCINIA CAMBOGIA EXTRACT(STANDARDIZED FOR 5% ROSAVINS);</P>,MENTAL STATUS CHANGES,3,0.104079966816268
"2,5-CYCLOHEXADIENE-1,4-DIONE, 2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-DECAMETHYL-2,6,10,14,18,22,26,30,34,38-TETRACONTADECAENYL]-5,6-DIMETHOXY-3-METHYL",GASTROOESOPHAGEAL REFLUX DISEASE,7,0.104074923557959
"1,2,3,5/4,6-HEXAHYDROXYCYCLOHEXANE",FOREIGN BODY TRAUMA,28,0.103986004001362
Resveratrol,ABDOMINAL PAIN,19,0.103758957647224
Beta-Sitosterol,RENAL FAILURE,3,0.103485587617426
PIPER NIGRUM,HEPATIC FAILURE,4,0.103402328863954
Goji,PANCREATITIS,3,0.103068546212966
Medium Chain Triglycerides (MCTs),NEPHROLITHIASIS,4,0.103062163361037
Irvingia gabonensis,LIPASE INCREASED,3,0.102075367793809
Quercetin,RHABDOMYOLYSIS,3,0.10176893875979
WHEY PROTEIN CONCENTRATE,LIVER FUNCTION TEST ABNORMAL,4,0.10118312232762
Bromelain,ABDOMINAL PAIN UPPER,8,0.101100586338336
Cassia Cinnamon,HYPERHIDROSIS,9,0.101001833602933
Resveratrol,JAUNDICE,11,0.100881237603155
Potassium,HYPERBILIRUBINAEMIA,3,0.100824010164024
Grape,VOMITING,22,0.10029560788176
Alfalfa,PANCREATITIS,4,0.0997662856180691
Selenium,BLOOD PRESSURE FLUCTUATION,11,0.0988068676470892
LACTOBACILLUS ACIDOPHILUS,DIARRHOEA,37,0.0986459603442935
5-HTP,AGGRESSION,3,0.0985771838143284
Tyrosine,VITAMIN B12 INCREASED,3,0.0979450026484866
Potassium,ALANINE AMINOTRANSFERASE INCREASED,34,0.0978436899660662
HERBALIFE PROPRIETARY BLEND,JAUNDICE,4,0.097289219863279
Oats,VOMITING,12,0.0970396741119683
Iron,FOREIGN BODY TRAUMA,47,0.0967390329295059
N-(AMINOIMINOMETHYL)-N-METHYLGLYCINE,MYALGIA,3,0.0961623379321514
Histidine,MUSCLE SPASMS,3,0.0958867628273191
Muira Puama,ANXIETY,7,0.0956778269954134
Siberian Ginseng,DIVERTICULITIS,5,0.0955217324280812
Vitamin D,FOREIGN BODY,72,0.0955060144791039
Licorice,CONFUSIONAL STATE,7,0.0952966721418624
Potassium,PARALYSIS,9,0.0951535596591555
L-Arginine,HEART RATE INCREASED,14,0.0948159603387639
Vitamin D,CARDIO-RESPIRATORY ARREST,3,0.0947256969796463
"3,3',4',5,7-PENTAHYDROXYFLAVONE-3-RUTINOSIDE",CHOKING,34,0.0945257110672979
Theanine,ANXIETY,8,0.0942947790614251
Gymnema,MALAISE,4,0.094253999596252
24BETA-ETHYL-DELTA5-CHOLESTEN-3BETA-OL,ACNE,4,0.0940066078914349
Grape,HEPATIC ENZYME INCREASED,8,0.0939616589061908
Caffeine,RENAL FAILURE,9,0.0939499129441263
SODIUM,VOMITING,30,0.0938324366306118
CALCIUM/POTASSIUM SALT OF HYDROXYCITRIC ACID,DEPRESSION,3,0.0932119073544112
Yohimbe,AGITATION,3,0.0931413540522154
ALPHA-AMYLASE,TREMOR,3,0.0928370510957186
Aloe,LIVER FUNCTION TEST ABNORMAL,11,0.0926988424685853
Eicosapentaenoic Acid,BRONCHITIS,3,0.0923227344306877
Devil's Claw,FAECES DISCOLOURED,5,0.0923044755283554
Maca,HYPERTENSION,5,0.092030031005875
Rhodiola,TACHYCARDIA,5,0.0917293335243302
Hesperidin,PRURITUS,11,0.0915179654202296
FISH OIL,FEELING HOT,31,0.0914267281252709
PIPER NIGRUM,BIOPSY LIVER ABNORMAL,3,0.0913849774860723
Androstenedione,CHEMICAL INJURY,7,0.0909618945750757
"2-HYDROXY-N,N,N-TRIMETHYLETHANAMINIUM",BLOOD CALCIUM INCREASED,9,0.0904361687809027
Vitamin E,CHOKING,168,0.0901670072292338
Rhodiola,INSOMNIA,7,0.0901213463878889
Caffeine,BLOOD BILIRUBIN INCREASED,16,0.0896258905821863
Papaya,JOINT SWELLING,3,0.0895928438634257
BIFIDOBACTERIUM BIFIDUM,SCAB,3,0.0882130172595828
FISH OIL,SKIN WARM,3,0.0880509015001951
CALCIUM-POTASSIUM SALT OF (-)-HYDROXYCITRIC ACID,BLOOD BILIRUBIN INCREASED,4,0.0877909817365677
AMLA FRUIT EXTRACT,INSOMNIA,3,0.0875089675623638
Glucosamine Sulfate,COUGH,9,0.0874320569583198
N-(AMINOIMINOMETHYL)-N-METHYLGLYCINE MONOHYDRATE,BLOOD BILIRUBIN INCREASED,5,0.0873559078779487
"RIBO-2,3,4,5-TETRAHYDROXYVALERALDEHYDE, D-",OROPHARYNGEAL SWELLING,3,0.0872964762841645
DRIED PASSIONFLOWER EXTRACT,DIZZINESS,6,0.0870995846226486
Zinc,RECTAL HAEMORRHAGE,27,0.0869842158591027
Hyssop,URTICARIA,4,0.0867873333492872
Melatonin,SLEEP DISORDER,3,0.0867479187594948
VEGETASE,JAUNDICE,4,0.086574770178155
Folic Acid,CHOKING,114,0.0864919937327465
Capsicum,MUSCLE SPASMS,9,0.0862642558072126
Devil's Claw,ASPARTATE AMINOTRANSFERASE INCREASED,9,0.0861061980742601
CALCAREA MURIATICA,FOREIGN BODY,14,0.0860704817878561
Androstenedione,SKIN DISORDER,7,0.0858897194813876
Selenium,URINARY TRACT INFECTION,23,0.0856739490002047
Tyrosine,ANXIETY,11,0.0854835959524611
CITRUS PARADISI,ASTHENIA,5,0.0854256631172748
Saw Palmetto,HEART RATE INCREASED,6,0.0853660177367129
Gelatin,ARTHRALGIA,6,0.0853127694535267
Policosanol,PANCREATITIS,3,0.0851814676606669
Resveratrol,CHOLECYSTITIS,3,0.0850059534876787
Glucosamine Sulfate,CHOKING,16,0.0843775527837734
PERILLA FRUTESCENS,DIZZINESS,7,0.0838644991844393
Boron,POLLAKIURIA,6,0.083596444718386
Parsley,HEADACHE,9,0.0833171218619084
SODIUM,MOOD SWINGS,3,0.0832638098632552
Licorice,RASH MACULAR,4,0.0831177593850954
N-Acetyl Cysteine,NEPHROLITHIASIS,5,0.0829987935639453
LACTOBACILLUS ACIDOPHILUS,ABDOMINAL PAIN UPPER,23,0.0824760923986743
Flaxseed Oil,ACNE,5,0.081535655737694
American Ginseng,PANCREATITIS,3,0.0815029835970255
MALPIGHIA PUNICIFOLIA LINNE,PRURITUS,3,0.0812927671126265
Goji,NAUSEA,11,0.0810911159305311
OCIMUM BASILICUM,VOMITING,3,0.0810730307742178
Aloe,ASTHENIA,18,0.0808809793474425
Phosphatidylserine,IRRITABILITY,3,0.0806206427903032
BIFIDOBACTERIUM BREVE,ABDOMINAL DISTENSION,8,0.0803305251692775
Cocoa,HYPERSENSITIVITY,10,0.0802190129929012
SODIUM,PARALYSIS,4,0.0796950805053315
CALCIUM-POTASSIUM SALT OF (-)-HYDROXYCITRIC ACID,DEPRESSION,3,0.079585361639027
Vitamin D,SEBORRHOEA,8,0.0795617357583959
Maritime Pine,JAUNDICE,9,0.0795146290198504
Molybdenum,RENAL FAILURE,17,0.0794653708868784
3-HYDROXY-5-(HYDROXYMETHYL)-2-METHYLISONICOTINALDEHYDE 5-PHOSPHATE,ACNE,4,0.0790228927027844
L-Arginine,FACE OEDEMA,4,0.0787018557358984
CALCIUM/POTASSIUM SALT OF HYDROXYCITRIC ACID,BLOOD BILIRUBIN INCREASED,4,0.0781442255053423
Pumpkin,DISORIENTATION,3,0.077796814980729
NIACINAMIDE,EXTRASYSTOLES,15,0.0776884191270376
Blue-Green Algae,IRRITABLE BOWEL SYNDROME,3,0.0776019116897478
Folic Acid,HAIR GROWTH ABNORMAL,18,0.0775510215649001
LACTOBACILLUS CASEI,ABDOMINAL DISTENSION,8,0.0773841005503228
Biotin,PRURITUS,158,0.0771206736763171
Peppermint,PHARYNGEAL OEDEMA,4,0.0766466954154954
GIANT PACIFIC OYSTER,PRURITUS,3,0.0766204101562178
D-GALACTO-L-ARABINAN,HEADACHE,4,0.0764222444005612
Vitamin C,CARDIOVASCULAR DISORDER,10,0.0762522932771575
Pantothenic Acid,HOSPITALISATION,41,0.0758176413300086
Rhodiola,LOSS OF CONSCIOUSNESS,10,0.0753608423301363
"3,3',4',5,7-PENTAHYDROXYFLAVONE",ARTHRALGIA,13,0.0753512766192536
Ginkgo,VISUAL ACUITY REDUCED,3,0.074970395609032
BLACK PEPPER,HYPOTENSION,3,0.0749233678669401
Glucosamine Sulfate,RASH PRURITIC,4,0.0749160718956474
Vitamin D,MYOCARDIAL ISCHAEMIA,3,0.0744136210381222
CALORIES FROM FAT,DYSPNOEA,23,0.0743640585243287
Shiitake Mushroom,CHOLECYSTITIS,3,0.0742784271393128
BRASSICA OLERACEA VAR. ITALICA,SKIN DISORDER,7,0.0742304104444882
Maritime Pine,ABDOMINAL PAIN,15,0.0739456440791742
Schisandra,NAUSEA,12,0.0737705142960681
Molybdenum,BLOOD PRESSURE INCREASED,87,0.0736274498702107
Cassia Cinnamon,LOSS OF CONSCIOUSNESS,14,0.0729151038231357
Taurine,FEELING JITTERY,4,0.0726720512492144
Zinc,NEPHROLITHIASIS,19,0.0725819015001067
Siberian Ginseng,BLOOD PRESSURE DECREASED,7,0.0724996118826883
Muira Puama,ALANINE AMINOTRANSFERASE INCREASED,7,0.0724899576082186
N-Acetyl Cysteine,PALPITATIONS,14,0.0722747372071535
Glucosamine Sulfate,PHARYNGITIS,5,0.0720950862457999
Vitamin D,HYPERCALCAEMIA,11,0.0720807247567278
Oolong Tea,VOMITING,58,0.0718925611073297
Muira Puama,ASPARTATE AMINOTRANSFERASE INCREASED,7,0.0716411329901245
Burdock,PHARYNGEAL OEDEMA,3,0.0715626579203905
Pantothenic Acid,UROGENITAL HAEMORRHAGE,7,0.0713149548085876
Chitosan,URTICARIA,13,0.0711251533049891
PHOSPHATIDYLCHOLINE,BLOOD CHOLESTEROL INCREASED,4,0.0706930987897497
White Mulberry,DEHYDRATION,6,0.0705417693554085
Alfalfa,TREMOR,7,0.0705221289031179
LACTOBACILLUS SALIVARIUS,DIARRHOEA,13,0.0703984680059335
Molybdenum,CYSTITIS,9,0.0702772109732099
Vitamin B12,FOREIGN BODY TRAUMA,73,0.070067585835034
Vitamin K,DYSPHAGIA,40,0.0699013700308276
Thyme,ALOPECIA,3,0.0696106501883267
Oolong Tea,ACUTE HEPATIC FAILURE,4,0.0694280671318985
OLIVE LEAF EXTRACT,HEART RATE INCREASED,4,0.0691109503857177
LECITHIN,LOSS OF CONSCIOUSNESS,13,0.0687740403282456
L-Citrulline,DYSPNOEA,17,0.06855309755314
FISH OIL,FLUSHING,33,0.0684519975922649
"1,4-ALPHA-D-GLUCAN GLUCOHYDROLASE",URTICARIA,4,0.0682469486024379
"RIBO-2,3,4,5-TETRAHYDROXYVALERALDEHYDE, D-",NAUSEA,10,0.0676902656861808
"3,3',4',5,7-PENTAHYDROXYFLAVONE",THROAT IRRITATION,11,0.0674719705863225
Methylsulfonylmethane,CHOKING,16,0.0669349965818895
Methylsulfonylmethane,RASH PRURITIC,4,0.0668808555159906
Potassium,BIOPSY LIVER ABNORMAL,6,0.0664799210083232
"2,5-CYCLOHEXADIENE-1,4-DIONE, 2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-DECAMETHYL-2,6,10,14,18,22,26,30,34,38-TETRACONTADECAENYL]-5,6-DIMETHOXY-3-METHYL",ALOPECIA,47,0.0661663986619227
FISH OIL,BLOOD CALCIUM INCREASED,13,0.0658717113828264
CAMELLIA SINENSIS TEA BLEND,ANXIETY,3,0.0658064339664437
LAMINARIA JAPONICA,ABDOMINAL DISCOMFORT,4,0.0654332130981313
Androstenedione,RASH,47,0.0653897214094629
FREE PLANT STEROLS,FLUID RETENTION,5,0.0647238956732057
Artichoke,BLOOD CHOLESTEROL INCREASED,3,0.0646496287245551
(BETA-HYDROXYETHYL)TRIMETHYLAMMONIUM,BLOOD CREATINE PHOSPHOKINASE INCREASED,6,0.0645141147020771
PIPER NIGRUM,LIPASE INCREASED,3,0.0642756200721169
Glutamine,JAUNDICE,9,0.064163963123903
Aloe,HYPERCHOLESTEROLAEMIA,3,0.0636095454477619
Green Coffee,CONVULSION,9,0.0630452064260302
Shiitake Mushroom,NERVOUSNESS,5,0.062872419981723
Acerola,DYSPNOEA,73,0.0628245361108791
LYCOPENE,LIVER INJURY,5,0.0627750968354673
Cassia Cinnamon,HEPATIC FUNCTION ABNORMAL,4,0.0625655051377887
Zinc,THROMBOSIS,24,0.062547504434949
"2,5-CYCLOHEXADIENE-1,4-DIONE, 2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-DECAMETHYL-2,6,10,14,18,22,26,30,34,38-TETRACONTADECAENYL]-5,6-DIMETHOXY-3-METHYL",NEPHROLITHIASIS,6,0.0624273507096195
Cassia Cinnamon,URTICARIA,14,0.0614197246144213
Copper,ALOPECIA,144,0.0613888873563325
SPINACH LEAF POWDER,JAUNDICE,4,0.06138243002047
