product,adverse_event,count,ROR05
HYDROXYCUT CAPSULES,ANXIETY,6,1.4102070933118
HYDROXYCUT CAPSULES,DISCOMFORT,3,1.67234320650319
HYDROXYCUT CAPSULES,FEAR,3,1.64041743407004
HYDROXYCUT CAPSULES,NERVOUSNESS,3,1.34977557077519
HYDROXYCUT CAPSULES,LIVER FUNCTION TEST ABNORMAL,4,1.05690542781209
HYDROXYCUT CARB CONTROL CAPSULES,INJURY,7,3.36812826758832
HYDROXYCUT CARB CONTROL CAPSULES,EMOTIONAL DISTRESS,6,2.97183061373893
HYDROXYCUT CARB CONTROL CAPSULES,RHABDOMYOLYSIS,4,2.52280118091605
HYDROXYCUT CARB CONTROL CAPSULES,DISCOMFORT,4,2.4805443545133
HYDROXYCUT CARB CONTROL CAPSULES,FEAR,3,1.99714158774654
HYDROXYCUT CARB CONTROL CAPSULES,NERVOUSNESS,3,1.70649258789928
HYDROXYCUT CARB CONTROL CAPSULES,LIVER INJURY,3,1.67906671123795
HYDROXYCUT CARB CONTROL CAPSULES,ANXIETY,4,1.1684575368048
HYDROXYCUT HARDCORE,EMOTIONAL DISTRESS,6,1.78740165692555
HYDROXYCUT HARDCORE,HEPATIC FUNCTION ABNORMAL,3,1.6221621232029
HYDROXYCUT HARDCORE,ASPARTATE AMINOTRANSFERASE INCREASED,7,1.03807887704512
HYDROXYCUT HARDCORE,INJURY,4,1.35947055860416
HYDROXYCUT HARDCORE,ALANINE AMINOTRANSFERASE INCREASED,7,1.00924794154315
HYDROXYCUT HARDCORE,HEPATIC FAILURE,3,1.28929767465255
HYDROXYCUT HARDCORE,BLOOD CREATINE PHOSPHOKINASE INCREASED,3,1.28481213191903
HYDROXYCUT HARDCORE CAPSULES,EMOTIONAL DISTRESS,42,3.29667503246435
HYDROXYCUT HARDCORE CAPSULES,INJURY,39,3.38337798957719
HYDROXYCUT HARDCORE CAPSULES,LIVER FUNCTION TEST ABNORMAL,49,2.48823239414944
HYDROXYCUT HARDCORE CAPSULES,RHABDOMYOLYSIS,27,2.89175512903892
HYDROXYCUT HARDCORE CAPSULES,MULTIPLE INJURIES,10,3.61710538101738
HYDROXYCUT HARDCORE CAPSULES,ANXIETY,33,1.73935763468189
HYDROXYCUT HARDCORE CAPSULES,LIVER INJURY,20,2.09352109778281
HYDROXYCUT HARDCORE CAPSULES,CARDIO-RESPIRATORY DISTRESS,9,3.07354838073866
HYDROXYCUT HARDCORE CAPSULES,QUALITY OF LIFE DECREASED,6,3.645537710584
HYDROXYCUT HARDCORE CAPSULES,HEPATOCELLULAR INJURY,9,2.19779064175713
HYDROXYCUT HARDCORE CAPSULES,PAIN,35,1.05504662319349
HYDROXYCUT HARDCORE CAPSULES,HEPATIC FUNCTION ABNORMAL,7,1.81970354008408
HYDROXYCUT HARDCORE CAPSULES,OBESITY,4,2.43519547394483
HYDROXYCUT HARDCORE CAPSULES,GALLBLADDER OPERATION,3,2.75740829621193
HYDROXYCUT HARDCORE CAPSULES,HEPATITIS,9,1.35290216921436
HYDROXYCUT HARDCORE CAPSULES,MYALGIA,11,1.20855423682351
HYDROXYCUT HARDCORE CAPSULES,JAUNDICE,16,0.967129418662847
HYDROXYCUT HARDCORE CAPSULES,FEAR,8,1.20623179599291
HYDROXYCUT HARDCORE CAPSULES,HEPATIC FAILURE,6,1.26283652310307
HYDROXYCUT HARDCORE CAPSULES,HEPATIC STEATOSIS,6,1.1842347379323
HYDROXYCUT HARDCORE CAPSULES,LIVER DISORDER,5,1.29769027274139
HYDROXYCUT HARDCORE CAPSULES,RENAL DISORDER,8,0.977317893775859
HYDROXYCUT HARDCORE CAPSULES,DEPRESSION,7,0.987275286419783
HYDROXYCUT HARDCORE CAPSULES,RENAL FAILURE,8,0.919231939284575
HYDROXYCUT HARDCORE CAPSULES,NERVOUSNESS,8,0.912740817708102
HYDROXYCUT HARDCORE LIQUID CAPSULES,INJURY,3,2.90374201867702
HYDROXYCUT HARDCORE RAPID RELEASE CAPSULES,HYPERHIDROSIS,3,1.94704573326513
HYDROXYCUT MAX,PALPITATIONS,4,1.37966535842134
HYDROXYCUT MAX,CHEST PAIN,4,1.02812150817061
HYDROXYCUT MAX LIQUID CAPS,LIVER FUNCTION TEST ABNORMAL,15,2.12747200839976
HYDROXYCUT MAX LIQUID CAPS,EMOTIONAL DISTRESS,10,2.53650332502207
HYDROXYCUT MAX LIQUID CAPS,INJURY,9,2.56167432535958
HYDROXYCUT MAX LIQUID CAPS,RHABDOMYOLYSIS,6,1.98450753892961
HYDROXYCUT MAX LIQUID CAPS,CARDIO-RESPIRATORY DISTRESS,3,2.51504846695445
HYDROXYCUT MAX LIQUID CAPS,LIVER INJURY,5,1.32621929381879
HYDROXYCUT MAX LIQUID CAPS,HEPATIC STEATOSIS,3,1.24560888470348
HYDROXYCUT MAX POWDER PACKETS,INJURY,3,3.51736957579031
HYDROXYCUT MAX POWDER PACKETS,EMOTIONAL DISTRESS,3,3.34957243118249
HYDROXYCUT MAX!,LOSS OF CONSCIOUSNESS,3,2.40443222033986
HYDROXYCUT NATURAL CAPLETS,INJURY,8,2.98810090943614
HYDROXYCUT NATURAL CAPLETS,EMOTIONAL DISTRESS,8,2.81843286090781
HYDROXYCUT NATURAL CAPLETS,HEPATIC STEATOSIS,4,2.27016604670189
HYDROXYCUT NATURAL CAPLETS,RHABDOMYOLYSIS,4,1.96647714006067
HYDROXYCUT NATURAL CAPLETS,DISCOMFORT,4,1.92422309032413
HYDROXYCUT NATURAL CAPLETS,FEAR,4,1.89222837133004
HYDROXYCUT NATURAL CAPLETS,LIVER FUNCTION TEST ABNORMAL,6,1.45947383822211
HYDROXYCUT NATURAL CAPLETS,RENAL FAILURE,4,1.60749763582293
HYDROXYCUT NATURAL CAPLETS,NERVOUSNESS,4,1.60105072446189
HYDROXYCUT NATURAL CAPLETS,ANXIETY,6,1.21095970887816
HYDROXYCUT RAPID RELEASE CAPLETS,RHABDOMYOLYSIS,4,2.50936375100356
HYDROXYCUT RAPID RELEASE CAPLETS,EMOTIONAL DISTRESS,4,2.3474405208594
HYDROXYCUT RAPID RELEASE CAPLETS,LIVER FUNCTION TEST ABNORMAL,5,1.74095941887806
HYDROXYCUT RAPID RELEASE TABLETS,HEPATIC FAILURE,3,3.95017124691932
HYDROXYCUT REGULAR DRINK MIX SACHETS,EMOTIONAL DISTRESS,13,3.36822128223946
HYDROXYCUT REGULAR DRINK MIX SACHETS,INJURY,11,3.30765237343525
HYDROXYCUT REGULAR DRINK MIX SACHETS,ANXIETY,8,1.49320998280386
HYDROXYCUT REGULAR DRINK MIX SACHETS,HEPATOCELLULAR INJURY,3,2.13487324017019
HYDROXYCUT REGULAR DRINK MIX SACHETS,DISCOMFORT,4,1.80029686617153
HYDROXYCUT REGULAR DRINK MIX SACHETS,STRESS,3,1.75878489640091
HYDROXYCUT REGULAR DRINK MIX SACHETS,LIVER INJURY,4,1.44965920116866
HYDROXYCUT REGULAR DRINK MIX SACHETS,MYALGIA,4,1.3448508470483
HYDROXYCUT REGULAR DRINK MIX SACHETS,RHABDOMYOLYSIS,3,1.39591453755037
HYDROXYCUT REGULAR DRINK MIX SACHETS,FEAR,3,1.32183059614377
HYDROXYCUT REGULAR DRINK MIX SACHETS,PAIN,8,0.746125503339077
HYDROXYCUT REGULAR RAPID RELEASE,HEPATOCELLULAR INJURY,3,2.64970767899136
HYDROXYCUT REGULAR RAPID RELEASE,INJURY,3,1.91688080231917
HYDROXYCUT REGULAR RAPID RELEASE,EMOTIONAL DISTRESS,3,1.74913627336386
HYDROXYCUT REGULAR RAPID RELEASE,LIVER FUNCTION TEST ABNORMAL,4,1.25462342430106
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,EMOTIONAL DISTRESS,115,3.88371617521699
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,INJURY,88,3.69818744964737
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RHABDOMYOLYSIS,65,3.25243850127517
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,LIVER FUNCTION TEST ABNORMAL,98,2.52937370391381
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATOCELLULAR INJURY,32,3.14670428171369
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RENAL FAILURE,40,2.2088237235442
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,ANXIETY,63,1.71793031286028
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,MULTIPLE INJURIES,16,3.56745735651899
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,LIVER INJURY,32,1.89137198649852
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,CARDIO-RESPIRATORY DISTRESS,14,2.93197397324016
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,PAIN,74,1.14045516936518
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,FEAR,23,1.80747219894844
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATIC STEATOSIS,18,1.88685644164946
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,MYALGIA,26,1.52127037258408
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,NERVOUSNESS,24,1.55778767980033
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RENAL DISORDER,22,1.51415267143412
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,OBESITY,8,2.72257250867527
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATITIS,19,1.54757222034707
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATIC FUNCTION ABNORMAL,13,1.88652051686071
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATIC FAILURE,15,1.72840335864931
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,CONVULSION,31,1.0589962792073
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,DIALYSIS,4,3.09360047239318
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,MYOCARDIAL INFARCTION,23,0.969337674261799
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,MASS,5,2.11280000753955
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,PHYSICAL DISABILITY,3,2.93900172309571
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,QUALITY OF LIFE DECREASED,4,2.19851769887372
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RENAL TRANSPLANT,3,2.80209716222485
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,DISCOMFORT,13,1.10246264721075
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,DEPRESSION,13,1.03526372812786
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,JAUNDICE,25,0.732268659962612
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HYPERTENSION,23,0.758263257132086
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RENAL IMPAIRMENT,8,1.23395220084799
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,MUSCLE INJURY,4,1.73347549091036
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATIC ENCEPHALOPATHY,3,3.71697385015081
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,CARDIAC DISORDER,11,0.976205304608346
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,STRESS,9,1.02460649018208
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HYPERLIPIDAEMIA,3,1.60124450202469
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RENAL FAILURE ACUTE,8,0.885602476157877
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),CARDIO-RESPIRATORY DISTRESS,4,4.55911365725605
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),HEPATITIS,3,2.43166615633103
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),RENAL DISORDER,3,2.219210775171
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),LIVER FUNCTION TEST ABNORMAL,4,1.87101713815521
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),LIVER INJURY,3,2.12776047268314
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),CONVULSION,3,1.36329555690697
HYDROXYCUT REGULAR RELEASE CAPLETS,EMOTIONAL DISTRESS,3,2.79908888044435
HYDROXYCUT REGULAR RELEASE CAPLETS,HYPERSENSITIVITY,4,1.3193078043616
HYDROXYCUT WEIGHT LOSS SHOT,INJURY,4,3.09607532593721
HYDROXYCUT WEIGHT LOSS SHOT,DISCOMFORT,4,3.04762820801727
HYDROXYCUT WEIGHT LOSS SHOT,EMOTIONAL DISTRESS,4,2.92794865338982
HYDROXYCUT WEIGHT LOSS SHOT,RHABDOMYOLYSIS,3,2.63070277959232
HYDROXYCUT WEIGHT LOSS SHOT,FEAR,3,2.55660982386732
HYDROXYCUT WEIGHT LOSS SHOT,NERVOUSNESS,3,2.26594297585711
HYDROXYCUT WEIGHT LOSS SHOT,ANXIETY,4,1.73545859432799
HYDROXYCUT WITH EPHEDRA,EMOTIONAL DISTRESS,12,3.07407142914012
HYDROXYCUT WITH EPHEDRA,INJURY,9,2.84687058501286
HYDROXYCUT WITH EPHEDRA,LIVER INJURY,8,2.27950741354088
HYDROXYCUT WITH EPHEDRA,HEPATOCELLULAR INJURY,5,2.74445516053992
HYDROXYCUT WITH EPHEDRA,OBESITY,3,3.35292044810665
HYDROXYCUT WITH EPHEDRA,CARDIO-RESPIRATORY DISTRESS,3,2.79342974935163
HYDROXYCUT WITH EPHEDRA,ANXIETY,8,1.31395414686977
HYDROXYCUT WITH EPHEDRA,LIVER FUNCTION TEST ABNORMAL,6,1.15672870679147
HYDROXYCUT WITH EPHEDRA,HEPATIC FAILURE,3,1.60177465432427
HYDROXYCUT WITH EPHEDRA,RENAL DISORDER,4,1.36560767872645
HYDROXYCUT WITH EPHEDRA,RENAL FAILURE,4,1.30793124654707
HYDROXYCUT WITH EPHEDRA,RHABDOMYOLYSIS,3,1.22108465013248
HYDROXYCUT WITH EPHEDRA (NO PREF. NAME),CARDIO-RESPIRATORY DISTRESS,3,4.7514788530296
IC-5,HYPOTENSION,4,1.80432586640048
IONIX SUPREME,URTICARIA,5,1.67327819045564
IONIX SUPREME POWDER,DEHYDRATION,3,1.82576206827491
IRON,ALOPECIA,25,1.04091070286233
IRON,PREMATURE BABY,4,2.44535090447884
IRON,DERMATITIS,3,1.72072157780248
ISAFLUSH ARIZONA NUTRITIONAL SUPPLEMENTS,LOSS OF CONSCIOUSNESS,4,1.08612087356769
ISAGENIX CLEANSE FOR LIFE,DEHYDRATION,4,1.87708830075827
ISAGENIX CLEANSE FOR LIFE POWDER,PRURITUS,3,1.67524325350705
ISAGENIX IONIX SUPREME LIQUID,DEHYDRATION,3,1.60016395324529
ISAGENIX ISAFLUSH,DEHYDRATION,6,1.91684664951267
ISAGENIX ISAFLUSH,URTICARIA,4,1.23029107230048
ISAGENIX NATURAL ACCELERATOR,DEHYDRATION,6,1.40832421067751
JACK3D,BLOOD CREATINE PHOSPHOKINASE INCREASED,6,2.98033030649471
JACK3D,HYPERTHERMIA,3,4.3579226741065
JACK3D,CARDIAC ARREST,3,2.23933754453022
JACK3D,TACHYCARDIA,4,1.75064446546797
JACK3D,LOSS OF CONSCIOUSNESS,6,1.07571757097524
JACK3D,BLOOD CREATININE INCREASED,3,1.50541648466245
KAVA KAVA,HEPATIC ENZYME INCREASED,4,3.26774603507803
KELP,BLOOD PRESSURE INCREASED,3,1.23462969779617
KIRKLAND GENERIC MULTIVITAMIN WITH HERBS,PANIC ATTACK,3,4.86644975998251
KIRKLAND GENERIC MULTIVITAMIN WITH HERBS,ANXIETY,3,3.46547854199424
KRATOM,DEPENDENCE,3,2.79674746163982
KRATOM,DECREASED APPETITE,3,1.17987651137171
KRILL OIL,ALOPECIA,9,1.16159806771737
KROGER HERB-RASCAL,MOYAMOYA DISEASE,3,8.10164187878974
KROGER HERB-RASCAL,Not coded,3,5.54318056468456
KYANI SUNRISE,BLOOD BILIRUBIN INCREASED,3,2.02503724979119
KYANI SUNSET,BLOOD BILIRUBIN INCREASED,3,2.02503724979119
LACTAID FAST ACT,VOMITING,22,2.08430725082799
LACTAID FAST ACT,CHILLS,5,2.136741907827
LACTAID FAST ACT,ABDOMINAL PAIN UPPER,10,1.48103374752137
LACTAID FAST ACT,ABDOMINAL PAIN,9,1.39722396916151
LACTAID FAST ACT,DIARRHOEA,11,1.22618922472022
LACTAID FAST ACT,NAUSEA,12,1.12149304506528
LACTAID FAST ACT CAPLETS,GASTROINTESTINAL DISORDER,4,2.47521763941226
LACTAID FAST ACT CAPLETS,VOMITING,9,1.33051957476969
LACTAID FAST ACT CAPLETS,HYPERSENSITIVITY,6,1.17149160376256
LACTAID FAST ACT CHEWABLES,VOMITING,4,1.15106443755193
LACTAID FAST ACT LACTASE ENZYME SUPPLEMENT,ABDOMINAL PAIN UPPER,3,1.66036395138845
LACTAID FAST ACT ULTRA,ABDOMINAL PAIN UPPER,3,1.88793576767443
LACTAID FAST ACT ULTRA,DIARRHOEA,3,1.50064109660073
LE-VEL THRIVE,HEART RATE INCREASED,4,1.84929096745229
LEAN EFX,DIZZINESS,3,1.61035648045115
LEGAL GEAR METHYL-1-ALPHA,PARAESTHESIA,3,2.76911099808334
LEPTIBURN,CONTUSION,3,1.34748082026247
LIBIDO MAX FOR MEN,BLOOD PRESSURE INCREASED,5,1.44875841527498
LIBIDO MAX FOR MEN,HEART RATE INCREASED,4,1.3297576002294
LIBIDO MAX FOR MEN,DIZZINESS,5,1.03071341161386
LICORICE ROOT TABLET,BLOOD BILIRUBIN INCREASED,3,3.37061990051813
LIPO-FLAVONOID PLUS (NONSPECIFIC),SWELLING,3,2.35176681000992
LYSINE,ALOPECIA,6,1.27958845786505
MAGNESIUM,ALOPECIA,61,1.23101192801715
MASS COMPLEX,HAEMATOCRIT INCREASED,3,7.45864494315572
MASS COMPLEX,HAEMOGLOBIN INCREASED,3,5.97092034466636
MASS COMPLEX,ANXIETY,3,2.34374862125183
MATERNA PRE-NATAL VITAMIN,ALOPECIA,3,2.86751558909019
MELATONIN,HAIR TEXTURE ABNORMAL,5,2.04890037128173
METABO379,DEHYDRATION,4,1.33745788458552
METABOLIC NUTRITION SYNEDREX,HEART RATE INCREASED,3,2.25473926006717
METABOLIFE,HOSPITALISATION,3,2.85873768971211
METAMUCIL,COUGH,3,1.90061441784712
"MIDNITE FOR MENOPAUSE (MELATONIN, GENISTEIN ISOFLAVONE, LEMON BALM, CHAMOMILE, LAVENDER)",ABNORMAL BEHAVIOUR,3,5.69928601919715
MILK THISTLE,PANIC ATTACK,4,1.66375025344424
MNS 3,RECTAL HAEMORRHAGE,3,1.60034967691763
MNS 3,NEPHROLITHIASIS,3,1.46549481151229
MNS MAX C (MAXIMUM APPETITE CONTROL),RASH,4,1.07766135094658
MOVE FREE,JAUNDICE,3,1.30186766247334
MOVE FREE ADVANCED TRIPLE STRENGTH,PAIN,3,1.35797718928414
MULITVITAMIN,ALOPECIA,5,2.01562195464997
MULTI VIT,ALOPECIA,4,2.67999006282992
MULTI VITAMIN,ALOPECIA,62,2.67311081875672
MULTI VITAMIN,HAIR GROWTH ABNORMAL,8,3.41421189440766
MULTI VITAMIN,WOUND,6,2.80498636806769
MULTI VITAMIN,TRICHORRHEXIS,6,1.98262920224479
MULTI VITAMIN,HAIR DISORDER,3,1.91984801722257
MULTI VITAMIN,HAIR TEXTURE ABNORMAL,4,1.56429281551452
MULTI VITAMIN,SKIN DISORDER,3,1.72858757457506
MULTI VITAMIN,ERYTHEMA,9,0.883849084217449
MULTI VITAMIN,SKIN IRRITATION,4,1.27484195778066
MULTI VITAMIN,SKIN EXFOLIATION,3,1.22439751432836
MULTI VITAMIN,DRY SKIN,3,1.17018499201623
MULTI VITAMINS,ALOPECIA,15,2.34686951233355
MULTI VITAMINS,TRICHORRHEXIS,4,2.80261062339159
MULTI-VITAMIN,ALOPECIA,33,2.02188469411441
MULTI-VITAMIN,SKIN EXFOLIATION,6,2.42854495402392
MULTI-VITAMIN,HAIR TEXTURE ABNORMAL,4,1.72206834850734
MULTI-VITAMIN,TRICHORRHEXIS,4,1.54325390987768
MULTI-VITAMIN,DRY SKIN,3,1.32759789627139
MULTIPLE VITAMIN,ALOPECIA,7,1.97105843639857
MULTIPLE VITAMIN FOR 50+,ALOPECIA,3,3.3034272789593
MULTIVITAMIN,ALOPECIA,101,0.959811840497788
MULTIVITAMIN,LIP DRY,4,1.2813942245427
MULTIVITAMIN,HAIR TEXTURE ABNORMAL,10,0.730025535953333
MULTIVITAMIN,TRICHORRHEXIS,11,0.675165610126196
MULTIVITAMIN (DIETARY SUPPLEMENT),BLOOD PRESSURE INCREASED,5,1.1743175442345
MULTIVITAMINS,ALOPECIA,15,0.608568865940367
MUSCLETECH 100% PREMIUM WHEY PROTEIN PLUS POWDER,ABDOMINAL PAIN UPPER,3,1.88793576767443
MUSCLETECH HYDROXYCUT HARDCORE CAPSULES,DEPRESSION,3,2.6743484222517
MVI,BLOOD ALKALINE PHOSPHATASE INCREASED,4,2.31837084253342
MVI,ALANINE AMINOTRANSFERASE INCREASED,3,1.21114131170043
NAC MARKETING AGELESS MALE,CEREBROVASCULAR ACCIDENT,4,2.73610839340242
NAC MARKETING AGELESS MALE PERFORMANCE,CEREBROVASCULAR ACCIDENT,3,3.21861300524488
NAC MARKETING AGELESS MALE SOFTGEL,MYOCARDIAL INFARCTION,4,1.95259710694115
NAC MARKETING AGELESS MALE TABLET,CEREBROVASCULAR ACCIDENT,7,2.53942606220275
NAC MARKETING AGELESS MALE TABLET,MYOCARDIAL INFARCTION,4,1.81429883987176
NAC MARKETING SUPER BETA PROSTATE,DYSURIA,4,2.8609566392031
NAC MARKETING SUPER BETA PROSTATE,BLOOD URINE PRESENT,5,2.38051353108499
NAC N-ACETYL-CYSTEINE,CHEST DISCOMFORT,3,2.99607659040359
NATTOKINASE,BLOOD PRESSURE INCREASED,3,2.02819793206262
NATURAL ACCELERATOR,URTICARIA,7,1.29259738679654
NATURAL ACCELERATOR,PANCREATITIS,3,1.62403357368724
NATURAL ACCELERATOR ARIZONA NUTRITIONAL SUPPLEMENTS,URTICARIA,8,1.78780682614925
NATURAL ACCELERATOR ARIZONA NUTRITIONAL SUPPLEMENTS,OROPHARYNGEAL SWELLING,4,2.31846045462611
NATURAL ACCELERATOR ARIZONA NUTRITIONAL SUPPLEMENTS,DEHYDRATION,5,1.18148057349294
NATURAL ACCELERATOR ARIZONA NUTRITIONAL SUPPLEMENTS,RASH,5,0.970412785889
NATURE MADE HAIR SKIN AND NAILS ADULT(DIETARY SUPPLEMENT) GUMMY,ABDOMINAL PAIN UPPER,3,2.07441069700549
NATURE MADE MULTI COMPLETE VITAMIN,HYPERSENSITIVITY,3,2.52818770266049
NATURE MADE MULTI COMPLETE VITAMIN,NAUSEA,3,1.98463642687362
NATURE MADE SUPER B-COMPLEX WITH VITAMIN C & FOLIC ACID (DIETARY SUPPLEMENT) TABLET,STAPHYLOCOCCAL INFECTION,3,3.42848349214726
NATURE MADE SUPER B-COMPLEX WITH VITAMIN C & FOLIC ACID (DIETARY SUPPLEMENT) TABLET,MUSCLE SPASMS,3,1.31479261874375
NATURE MADE VITAMIN C,FOREIGN BODY TRAUMA,3,1.73121158292802
NATURE'S BOUNTY BIOTIN,RENAL FAILURE,3,3.40855286160006
NATURE'S BOUNTY FISH OIL 1200 MG RAPID RELEASE LIQUID SOFTGELS,PAIN IN EXTREMITY,3,3.75892080680148
NATURE'S SUNSHINE SUPER OMEGA 3 EPA DIETARY SUPPLEMENT,ARTHRALGIA,3,4.4891398882764
NATUREMADE FISH OIL 1200 MG,FOREIGN BODY TRAUMA,3,1.35513452645889
NATUREMADE IRON 65 MG,MALABSORPTION,3,4.92536416403199
NATUREMADE IRON 65 MG,CHANGE OF BOWEL HABIT,3,4.16911164774454
NATUREMADE IRON 65 MG,RASH PAPULAR,3,3.27451272471433
NATUREMADE IRON 65 MG,DYSPEPSIA,4,1.6645223366077
NATUREMADE L-LYSINE 1000 MG,FOREIGN BODY TRAUMA,4,2.38177412979876
NATUREMADE SUPER B COMPLEX (DIETARY SUPPLEMENT) TABLET,STAPHYLOCOCCAL INFECTION,8,4.46333402812488
NATUREMADE SUPER B COMPLEX (DIETARY SUPPLEMENT) TABLET,PYREXIA,4,1.71921567161561
NATUREMADE SUPER B COMPLEX (DIETARY SUPPLEMENT) TABLET,COMPUTERISED TOMOGRAM ABNORMAL,3,1.97519634257965
NATUREMADE TRIPLE OMEGA (DIETARY SUPPLEMENT) SOFTGEL,DYSPNOEA,3,1.84077436901566
NATUREMADE VITAMIN C 500 MG WITH ROSE HIPS (DIETARY SUPPLEMENT) TABLET,COUGH,3,2.89608160568166
NATURES BOUNTY FISH OIL 1000MG RAPID RELEASE SOFTGELS (DIETARY SUPPLEMENT),BLOOD HEAVY METAL INCREASED,5,6.4212392300149
NATURES BOUNTY FISH OIL 1200 MG SOFTGELS AND NATURES BOUNTY FISH OIL 1400 MG SOFTGELS,EYE DISORDER,3,6.42736941233863
NATURES BOUNTY TIMED RELEASED NIACIN 250 MG CAPSULES,CONVULSION,3,2.61007562329032
NEEM,HYPERSENSITIVITY,3,1.73681271254951
NEUROREPLETE DIETARY SUPPLEMENT,HYPOAESTHESIA,3,2.68701531392096
NEW VITALITY SUPER BETA PROSTATE,DYSURIA,8,3.98203358788888
NEW VITALITY SUPER BETA PROSTATE,RENAL FAILURE,3,1.74007922159648
NIACIN,BLOOD POTASSIUM INCREASED,3,1.52807576081042
NIACIN 250 DIETARY SUPPLEMENT TABLET,SWELLING FACE,3,3.09510120459642
NO XPLODE,COLITIS ISCHAEMIC,3,3.36488324668722
NO XPLODE,RHABDOMYOLYSIS,5,1.81129468802703
NO XPLODE,BLOOD CREATINE PHOSPHOKINASE INCREASED,4,1.85586706199112
NO XPLODE,BLOOD CREATININE INCREASED,4,1.43341581494606
NO XPLODE,RENAL FAILURE,4,1.11965034959439
NUTRIBIOTIC CALCIUM ASCORBATE CRYSTALLINE POWDER,DYSURIA,3,3.90110127260782
NUTRIDIET,ABDOMINAL DISTENSION,4,2.15398116225964
NUTRIDIET,ABDOMINAL PAIN UPPER,4,1.1520200419124
NUTRIGOLD GARCINIA CAMBOGIA GOLD,RASH,3,2.31955679994365
NUTRILITE DOUBLE X (DIETARY SUPPLEMENT) TABLET,DYSPNOEA,4,1.24691376100702
NUTRILITE GARLIC HEART CARE FORMULA,STOMACH DISCOMFORT,3,2.98995990984443
NUTRILITE GLUCOSE HEALTH,HEPATIC ENZYME INCREASED,3,2.10250828210919
NUTRILITE LECITHIN E 270 TABLETS,FEELING ABNORMAL,3,2.14116069618338
NUTRILITE SLIMMETRY,YELLOW SKIN,3,3.01106753287154
NUTRIMOST WEIGHT LOSS FORMULA,ASTHENIA,3,2.51581316368045
NUTRITIONAL SCIENCE LABORATORIES HYPERZOSIN,HAEMORRHAGE,3,3.4423850790995
OCUVITE,VISUAL IMPAIRMENT,4,3.19258460816449
OCUVITE ADULT 50+,ALOPECIA,3,1.50560785383756
"OCUVITE ADULT 50+ (CAPSULE, SOFT)",FOREIGN BODY,3,2.16648480202196
OCUVITE LUTEIN (TABLET),PRURITUS,3,1.43494907759201
OCUVITE VITAMIN,FAECES DISCOLOURED,3,3.34392322036993
OKINAWA LIFE,HYPERSENSITIVITY,4,1.0825959361006
OMEGA,ALOPECIA,4,1.74042748574634
OMEGA 3,ALOPECIA,15,1.16840877881986
OMEGA 3 (LIPITAC),CHOKING,4,2.00617749972279
OMEGAPLEX,CONVULSION,7,0.842038600925681
