product,adverse_event,count,PRR05
HYDROXYCUT CAFFEINE-FREE CAPLETS,ANXIETY,12,1.59467364693386
HYDROXYCUT CAFFEINE-FREE CAPLETS,HEPATIC STEATOSIS,4,1.72285833678399
HYDROXYCUT CAFFEINE-FREE CAPLETS,FAECES PALE,3,1.91317209076762
HYDROXYCUT CAFFEINE-FREE CAPLETS,RENAL FAILURE,5,1.3907027876488
HYDROXYCUT CAFFEINE-FREE CAPLETS,DISCOMFORT,4,1.37746950371232
HYDROXYCUT CAFFEINE-FREE CAPLETS,JAUNDICE,7,1.0078116140093
HYDROXYCUT CAFFEINE-FREE CAPLETS,FEAR,4,1.34553435550438
HYDROXYCUT CAFFEINE-FREE CAPLETS,PAIN,11,0.740007496972617
HYDROXYCUT CAFFEINE-FREE CAPLETS,HEPATIC FAILURE,3,1.35706671694029
HYDROXYCUT CAFFEINE-FREE CAPLETS,RENAL DISORDER,4,1.11895498802611
HYDROXYCUT CAPSULES,INJURY,5,2.50103810202853
HYDROXYCUT CAPSULES,EMOTIONAL DISTRESS,5,2.33290634231605
HYDROXYCUT CAPSULES,HEPATIC FAILURE,3,2.09982303241433
HYDROXYCUT CAPSULES,LIVER INJURY,4,1.77166589500399
HYDROXYCUT CAPSULES,ANXIETY,6,1.40497612233036
HYDROXYCUT CAPSULES,DISCOMFORT,3,1.67762075726446
HYDROXYCUT CAPSULES,FEAR,3,1.64575454180664
HYDROXYCUT CAPSULES,NERVOUSNESS,3,1.35573876751913
HYDROXYCUT CAPSULES,LIVER FUNCTION TEST ABNORMAL,4,1.06099843891926
HYDROXYCUT CARB CONTROL CAPSULES,INJURY,7,3.34395320767966
HYDROXYCUT CARB CONTROL CAPSULES,EMOTIONAL DISTRESS,6,2.95681515555663
HYDROXYCUT CARB CONTROL CAPSULES,RHABDOMYOLYSIS,4,2.52303748984172
HYDROXYCUT CARB CONTROL CAPSULES,DISCOMFORT,4,2.48086423430423
HYDROXYCUT CARB CONTROL CAPSULES,FEAR,3,2.0040145300773
HYDROXYCUT CARB CONTROL CAPSULES,NERVOUSNESS,3,1.71400623371944
HYDROXYCUT CARB CONTROL CAPSULES,LIVER INJURY,3,1.68664949917574
HYDROXYCUT CARB CONTROL CAPSULES,ANXIETY,4,1.17359709314864
HYDROXYCUT HARDCORE,EMOTIONAL DISTRESS,6,1.78410251273802
HYDROXYCUT HARDCORE,HEPATIC FUNCTION ABNORMAL,3,1.62449268752061
HYDROXYCUT HARDCORE,ASPARTATE AMINOTRANSFERASE INCREASED,7,1.03534725189905
HYDROXYCUT HARDCORE,INJURY,4,1.36066121402375
HYDROXYCUT HARDCORE,ALANINE AMINOTRANSFERASE INCREASED,7,1.00666447360025
HYDROXYCUT HARDCORE,HEPATIC FAILURE,3,1.29198172785607
HYDROXYCUT HARDCORE,BLOOD CREATINE PHOSPHOKINASE INCREASED,3,1.28750162631858
HYDROXYCUT HARDCORE CAPSULES,EMOTIONAL DISTRESS,42,3.25371362291949
HYDROXYCUT HARDCORE CAPSULES,INJURY,39,3.3439446519607
HYDROXYCUT HARDCORE CAPSULES,LIVER FUNCTION TEST ABNORMAL,49,2.43959563074971
HYDROXYCUT HARDCORE CAPSULES,RHABDOMYOLYSIS,27,2.86789216669998
HYDROXYCUT HARDCORE CAPSULES,MULTIPLE INJURIES,10,3.61082156095631
HYDROXYCUT HARDCORE CAPSULES,ANXIETY,33,1.71315661384909
HYDROXYCUT HARDCORE CAPSULES,LIVER INJURY,20,2.07914824749733
HYDROXYCUT HARDCORE CAPSULES,CARDIO-RESPIRATORY DISTRESS,9,3.0687615428168
HYDROXYCUT HARDCORE CAPSULES,QUALITY OF LIFE DECREASED,6,3.64297509355973
HYDROXYCUT HARDCORE CAPSULES,HEPATOCELLULAR INJURY,9,2.19377543808653
HYDROXYCUT HARDCORE CAPSULES,PAIN,35,1.03337155921791
HYDROXYCUT HARDCORE CAPSULES,HEPATIC FUNCTION ABNORMAL,7,1.81770150979705
HYDROXYCUT HARDCORE CAPSULES,OBESITY,4,2.43498730562366
HYDROXYCUT HARDCORE CAPSULES,GALLBLADDER OPERATION,3,2.75767115950006
HYDROXYCUT HARDCORE CAPSULES,HEPATITIS,9,1.35003297068165
HYDROXYCUT HARDCORE CAPSULES,MYALGIA,11,1.2045735102291
HYDROXYCUT HARDCORE CAPSULES,JAUNDICE,16,0.960600849770269
HYDROXYCUT HARDCORE CAPSULES,FEAR,8,1.20432527517731
HYDROXYCUT HARDCORE CAPSULES,HEPATIC FAILURE,6,1.26212098566802
HYDROXYCUT HARDCORE CAPSULES,HEPATIC STEATOSIS,6,1.18361672071176
HYDROXYCUT HARDCORE CAPSULES,LIVER DISORDER,5,1.29753423407182
HYDROXYCUT HARDCORE CAPSULES,RENAL DISORDER,8,0.975877763454309
HYDROXYCUT HARDCORE CAPSULES,DEPRESSION,7,0.986386731007441
HYDROXYCUT HARDCORE CAPSULES,RENAL FAILURE,8,0.917926742020934
HYDROXYCUT HARDCORE CAPSULES,NERVOUSNESS,8,0.911451161288582
HYDROXYCUT HARDCORE LIQUID CAPSULES,INJURY,3,2.91707981789098
HYDROXYCUT HARDCORE RAPID RELEASE CAPSULES,HYPERHIDROSIS,3,1.96379575557974
HYDROXYCUT HARDCORE RAPID RELEASE CAPSULES,HEART RATE INCREASED,3,1.19233462515045
HYDROXYCUT MAX,PALPITATIONS,4,1.38444812945336
HYDROXYCUT MAX,CHEST PAIN,4,1.03552644670693
HYDROXYCUT MAX LIQUID CAPS,LIVER FUNCTION TEST ABNORMAL,15,2.09909142041783
HYDROXYCUT MAX LIQUID CAPS,EMOTIONAL DISTRESS,10,2.52130132555781
HYDROXYCUT MAX LIQUID CAPS,INJURY,9,2.54921198982815
HYDROXYCUT MAX LIQUID CAPS,RHABDOMYOLYSIS,6,1.98071123327701
HYDROXYCUT MAX LIQUID CAPS,CARDIO-RESPIRATORY DISTRESS,3,2.51678471391253
HYDROXYCUT MAX LIQUID CAPS,LIVER INJURY,5,1.32584906237772
HYDROXYCUT MAX LIQUID CAPS,HEPATIC STEATOSIS,3,1.24844467976965
HYDROXYCUT MAX POWDER PACKETS,INJURY,3,3.54095060753945
HYDROXYCUT MAX POWDER PACKETS,EMOTIONAL DISTRESS,3,3.37358782299885
HYDROXYCUT MAX!,LOSS OF CONSCIOUSNESS,3,2.44694508552824
HYDROXYCUT NATURAL CAPLETS,INJURY,8,2.96983484004286
HYDROXYCUT NATURAL CAPLETS,EMOTIONAL DISTRESS,8,2.80054624377749
HYDROXYCUT NATURAL CAPLETS,HEPATIC STEATOSIS,4,2.27050587050748
HYDROXYCUT NATURAL CAPLETS,RHABDOMYOLYSIS,4,1.96730886773395
HYDROXYCUT NATURAL CAPLETS,DISCOMFORT,4,1.92513269894894
HYDROXYCUT NATURAL CAPLETS,FEAR,4,1.89319874565659
HYDROXYCUT NATURAL CAPLETS,LIVER FUNCTION TEST ABNORMAL,6,1.45490945579936
HYDROXYCUT NATURAL CAPLETS,RENAL FAILURE,4,1.6090876226174
HYDROXYCUT NATURAL CAPLETS,NERVOUSNESS,4,1.60265659884139
HYDROXYCUT NATURAL CAPLETS,ANXIETY,6,1.20779975912848
HYDROXYCUT RAPID RELEASE CAPLETS,RHABDOMYOLYSIS,4,2.50961858860174
HYDROXYCUT RAPID RELEASE CAPLETS,EMOTIONAL DISTRESS,4,2.34802887648025
HYDROXYCUT RAPID RELEASE CAPLETS,LIVER FUNCTION TEST ABNORMAL,5,1.73744839528801
HYDROXYCUT RAPID RELEASE TABLETS,HEPATIC FAILURE,3,3.97418327859922
HYDROXYCUT REGULAR DRINK MIX SACHETS,EMOTIONAL DISTRESS,13,3.32731867104721
HYDROXYCUT REGULAR DRINK MIX SACHETS,INJURY,11,3.27689841045378
HYDROXYCUT REGULAR DRINK MIX SACHETS,ANXIETY,8,1.48231953941536
HYDROXYCUT REGULAR DRINK MIX SACHETS,HEPATOCELLULAR INJURY,3,2.13813396033979
HYDROXYCUT REGULAR DRINK MIX SACHETS,DISCOMFORT,4,1.80129935203648
HYDROXYCUT REGULAR DRINK MIX SACHETS,STRESS,3,1.76247096299143
HYDROXYCUT REGULAR DRINK MIX SACHETS,LIVER INJURY,4,1.45142060862258
HYDROXYCUT REGULAR DRINK MIX SACHETS,MYALGIA,4,1.34688930893148
HYDROXYCUT REGULAR DRINK MIX SACHETS,RHABDOMYOLYSIS,3,1.40014336323341
HYDROXYCUT REGULAR DRINK MIX SACHETS,FEAR,3,1.3261923801155
HYDROXYCUT REGULAR DRINK MIX SACHETS,PAIN,8,0.742225035058911
HYDROXYCUT REGULAR RAPID RELEASE,HEPATOCELLULAR INJURY,3,2.65463689083314
HYDROXYCUT REGULAR RAPID RELEASE,INJURY,3,1.92284492526781
HYDROXYCUT REGULAR RAPID RELEASE,EMOTIONAL DISTRESS,3,1.75542384911274
HYDROXYCUT REGULAR RAPID RELEASE,LIVER FUNCTION TEST ABNORMAL,4,1.25853620645746
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,EMOTIONAL DISTRESS,115,3.81792919161151
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,INJURY,88,3.65003058890497
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,LIVER FUNCTION TEST ABNORMAL,98,2.47931953557989
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RHABDOMYOLYSIS,65,3.21933650451409
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATOCELLULAR INJURY,32,3.13255705147027
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RENAL FAILURE,40,2.19210866933543
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,ANXIETY,63,1.69160725571141
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,MULTIPLE INJURIES,16,3.56127438188237
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,LIVER INJURY,32,1.87942497856167
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,CARDIO-RESPIRATORY DISTRESS,14,2.92731583281777
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,PAIN,74,1.11444095184892
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,FEAR,23,1.79987465712759
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATIC STEATOSIS,18,1.88135103381041
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,MYALGIA,26,1.51301553753765
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,NERVOUSNESS,24,1.55028834794149
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RENAL DISORDER,22,1.50759598211342
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,OBESITY,8,2.7207351023549
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATITIS,19,1.54218259628196
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATIC FUNCTION ABNORMAL,13,1.88315263213215
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATIC FAILURE,15,1.72438087657988
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,CONVULSION,31,1.05053516278477
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,DIALYSIS,4,3.09307146717683
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,MYOCARDIAL INFARCTION,23,0.964061239136502
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,MASS,5,2.11235656841441
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,PHYSICAL DISABILITY,3,2.93883041894632
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,QUALITY OF LIFE DECREASED,4,2.19835641346437
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RENAL TRANSPLANT,3,2.80198980574966
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,DISCOMFORT,13,1.10010745158929
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,DEPRESSION,13,1.03303049046501
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,JAUNDICE,25,0.72749485304354
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HYPERTENSION,23,0.753915492357173
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RENAL IMPAIRMENT,8,1.23301255158175
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,MUSCLE INJURY,4,1.7334624868708
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HEPATIC ENCEPHALOPATHY,3,3.71612220502935
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,CARDIAC DISORDER,11,0.974676877870194
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,STRESS,9,1.02358542190133
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,HYPERLIPIDAEMIA,3,1.6015148674194
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,RENAL FAILURE ACUTE,8,0.885013155767713
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),CARDIO-RESPIRATORY DISTRESS,4,4.5553230027103
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),HEPATITIS,3,2.44148027486637
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),RENAL DISORDER,3,2.22950350906842
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),LIVER FUNCTION TEST ABNORMAL,4,1.87408764649266
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),LIVER INJURY,3,2.13828507461117
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS (NO PREF. NAME),CONVULSION,3,1.37670124195691
HYDROXYCUT REGULAR RELEASE CAPLETS,EMOTIONAL DISTRESS,3,2.81357608089829
HYDROXYCUT REGULAR RELEASE CAPLETS,HYPERSENSITIVITY,4,1.32994961221072
HYDROXYCUT WEIGHT LOSS SHOT,INJURY,4,3.09525299881246
HYDROXYCUT WEIGHT LOSS SHOT,DISCOMFORT,4,3.0469132199067
HYDROXYCUT WEIGHT LOSS SHOT,EMOTIONAL DISTRESS,4,2.92751093169008
HYDROXYCUT WEIGHT LOSS SHOT,RHABDOMYOLYSIS,3,2.64128361219454
HYDROXYCUT WEIGHT LOSS SHOT,FEAR,3,2.56734212083228
HYDROXYCUT WEIGHT LOSS SHOT,NERVOUSNESS,3,2.2773527679613
HYDROXYCUT WEIGHT LOSS SHOT,ANXIETY,4,1.73973594677803
HYDROXYCUT WITH EPHEDRA,EMOTIONAL DISTRESS,12,3.044685566145
HYDROXYCUT WITH EPHEDRA,INJURY,9,2.82981161171564
HYDROXYCUT WITH EPHEDRA,LIVER INJURY,8,2.26736705159267
HYDROXYCUT WITH EPHEDRA,HEPATOCELLULAR INJURY,5,2.74127478971577
HYDROXYCUT WITH EPHEDRA,OBESITY,3,3.35464081454965
HYDROXYCUT WITH EPHEDRA,CARDIO-RESPIRATORY DISTRESS,3,2.7956117748867
HYDROXYCUT WITH EPHEDRA,ANXIETY,8,1.30586129792289
HYDROXYCUT WITH EPHEDRA,LIVER FUNCTION TEST ABNORMAL,6,1.15463103962735
HYDROXYCUT WITH EPHEDRA,HEPATIC FAILURE,3,1.60503050056097
HYDROXYCUT WITH EPHEDRA,RENAL DISORDER,4,1.36725557172062
HYDROXYCUT WITH EPHEDRA,RENAL FAILURE,4,1.3097153352086
HYDROXYCUT WITH EPHEDRA,RHABDOMYOLYSIS,3,1.22489823001239
HYDROXYCUT WITH EPHEDRA (NO PREF. NAME),CARDIO-RESPIRATORY DISTRESS,3,4.76499446218381
IC-5,HYPOTENSION,4,1.80569551572647
IONIX SUPREME,URTICARIA,5,1.66909510829549
IONIX SUPREME ALIX TECHNOLOGIES,DIARRHOEA,3,1.25144882316152
IONIX SUPREME POWDER,DEHYDRATION,3,1.84907801097987
IRON,ALOPECIA,25,1.02352183913165
IRON,PREMATURE BABY,4,2.44515667653764
IRON,DERMATITIS,3,1.72163189853343
ISAFLUSH ARIZONA NUTRITIONAL SUPPLEMENTS,LOSS OF CONSCIOUSNESS,4,1.09231190368311
ISAGENIX CLEANSE FOR LIFE,DEHYDRATION,4,1.88124798692213
ISAGENIX CLEANSE FOR LIFE POWDER,PRURITUS,3,1.71509168290112
ISAGENIX IONIX SUPREME LIQUID,DEHYDRATION,3,1.62003729921026
ISAGENIX ISAFLUSH,DEHYDRATION,6,1.90358011872779
ISAGENIX ISAFLUSH,URTICARIA,4,1.2359854245735
ISAGENIX NATURAL ACCELERATOR,DEHYDRATION,6,1.40290336708025
JACK3D,BLOOD CREATINE PHOSPHOKINASE INCREASED,6,2.97126286244916
JACK3D,HYPERTHERMIA,3,4.35916812283679
JACK3D,CARDIAC ARREST,3,2.24306486887677
JACK3D,TACHYCARDIA,4,1.75194883230402
JACK3D,LOSS OF CONSCIOUSNESS,6,1.07340582731041
JACK3D,BLOOD CREATININE INCREASED,3,1.51015917186432
KAVA KAVA,HEPATIC ENZYME INCREASED,4,3.26665123064517
KELP,BLOOD PRESSURE INCREASED,3,1.2632706350835
KIRKLAND GENERIC MULTIVITAMIN WITH HERBS,PANIC ATTACK,3,4.97116787119811
KIRKLAND GENERIC MULTIVITAMIN WITH HERBS,ANXIETY,3,3.57782779352379
KRATOM,DEPENDENCE,3,2.80225738132063
KRILL OIL,ALOPECIA,9,1.14882126719389
KROGER HERB-RASCAL,Not coded,3,5.56907579304653
KROGER HERB-RASCAL,MOYAMOYA DISEASE,3,8.0542914563778
KYANI SUNRISE,BLOOD BILIRUBIN INCREASED,3,2.04257729889259
KYANI SUNSET,BLOOD BILIRUBIN INCREASED,3,2.04257729889259
LACTAID FAST ACT,VOMITING,22,1.96781858521258
LACTAID FAST ACT,CHILLS,5,2.1329114426874
LACTAID FAST ACT,ABDOMINAL PAIN UPPER,10,1.45529696250636
LACTAID FAST ACT,ABDOMINAL PAIN,9,1.37771701916749
LACTAID FAST ACT,DIARRHOEA,11,1.19909163898558
LACTAID FAST ACT,NAUSEA,12,1.0915479118392
LACTAID FAST ACT CAPLETS,GASTROINTESTINAL DISORDER,4,2.47564894299455
LACTAID FAST ACT CAPLETS,VOMITING,9,1.30014387088216
LACTAID FAST ACT CAPLETS,HYPERSENSITIVITY,6,1.16569954857453
LACTAID FAST ACT CHEWABLES,VOMITING,4,1.16818699785661
LACTAID FAST ACT LACTASE ENZYME SUPPLEMENT,ABDOMINAL PAIN UPPER,3,1.7003968398955
LACTAID FAST ACT ULTRA,ABDOMINAL PAIN UPPER,3,1.93556156976434
LACTAID FAST ACT ULTRA,DIARRHOEA,3,1.55414617293322
LE-VEL THRIVE,HEART RATE INCREASED,4,1.85551178746426
LEAN EFX,DIZZINESS,3,1.66707778420256
LEGAL GEAR METHYL-1-ALPHA,PARAESTHESIA,3,2.80299142234474
LEPTIBURN,CONTUSION,3,1.34993594152197
LIBIDO MAX FOR MEN,BLOOD PRESSURE INCREASED,5,1.44562482667536
LIBIDO MAX FOR MEN,HEART RATE INCREASED,4,1.33721610421195
LIBIDO MAX FOR MEN,DIZZINESS,5,1.03368662172315
LICORICE ROOT TABLET,BLOOD BILIRUBIN INCREASED,3,3.4306124371801
LIPO-FLAVONOID PLUS (NONSPECIFIC),SWELLING,3,2.38807242072032
LYSINE,ALOPECIA,6,1.27275019114095
MAGNESIUM,ALOPECIA,61,1.20558609138196
MAN CORE DIETARY SUPPLEMENTS,DRUG SCREEN FALSE POSITIVE,4,9.2831728804319
MASS COMPLEX,HAEMATOCRIT INCREASED,3,7.44335465761275
MASS COMPLEX,HAEMOGLOBIN INCREASED,3,5.98853652742019
MASS COMPLEX,ANXIETY,3,2.37751234943819
MATERNA PRE-NATAL VITAMIN,ALOPECIA,3,2.98541028590988
MELATONIN,HAIR TEXTURE ABNORMAL,5,2.04754694073602
METABO379,DEHYDRATION,4,1.34259625281856
METABOLIC NUTRITION SYNEDREX,HEART RATE INCREASED,3,2.30288834715255
METABOLIFE,HOSPITALISATION,3,2.87359242909811
METAMUCIL,COUGH,3,1.91757891944434
"MIDNITE FOR MENOPAUSE (MELATONIN, GENISTEIN ISOFLAVONE, LEMON BALM, CHAMOMILE, LAVENDER)",ABNORMAL BEHAVIOUR,3,5.7733116812121
MILK THISTLE,PANIC ATTACK,4,1.66473827830915
MNS 3,RECTAL HAEMORRHAGE,3,1.60633727842045
MNS 3,NEPHROLITHIASIS,3,1.47178979803883
MNS MAX C (MAXIMUM APPETITE CONTROL),RASH,4,1.08441701213647
MOVE FREE,JAUNDICE,3,1.31560649254787
MOVE FREE ADVANCED TRIPLE STRENGTH,PAIN,3,1.39268158905933
MULITVITAMIN,ALOPECIA,5,2.00186422322662
MULTI  VITAMIN,ALOPECIA,3,4.43883156697652
MULTI VIT,ALOPECIA,4,2.68574462657789
MULTI VITA GUMMIES,ALOPECIA,3,4.43883156697652
MULTI VITAMIN,ALOPECIA,62,2.53819793799543
MULTI VITAMIN,HAIR GROWTH ABNORMAL,8,3.40673848306239
MULTI VITAMIN,WOUND,6,2.80159786625452
MULTI VITAMIN,TRICHORRHEXIS,6,1.98007777767169
MULTI VITAMIN,HAIR DISORDER,3,1.92120817772668
MULTI VITAMIN,HAIR TEXTURE ABNORMAL,4,1.56484649530178
MULTI VITAMIN,SKIN DISORDER,3,1.73006396719981
MULTI VITAMIN,ERYTHEMA,9,0.880394451970549
MULTI VITAMIN,SKIN IRRITATION,4,1.27572780463365
MULTI VITAMINS,ALOPECIA,15,2.26460390674965
MULTI VITAMINS,TRICHORRHEXIS,4,2.80232458818015
MULTI-VITAMIN,ALOPECIA,33,1.95643622919042
MULTI-VITAMIN,SKIN EXFOLIATION,6,2.42503251356011
MULTI-VITAMIN,HAIR TEXTURE ABNORMAL,4,1.72256158193136
MULTI-VITAMIN,TRICHORRHEXIS,4,1.543946421575
MULTI-VITAMIN,DRY SKIN,3,1.32968065867825
MULTI-VITAMINS,ALOPECIA,3,1.17602229368906
MULTIPLE VITAMIN,ALOPECIA,7,1.9385980167382
MULTIPLE VITAMIN FOR 50+,ALOPECIA,3,3.62481191016162
MULTIVITAMIN,ALOPECIA,101,0.942665696266068
MULTIVITAMIN,LIP DRY,4,1.28142530594238
MULTIVITAMIN,HAIR TEXTURE ABNORMAL,10,0.729569208596624
MULTIVITAMIN,TRICHORRHEXIS,11,0.674647597447532
MULTIVITAMIN (DIETARY SUPPLEMENT),BLOOD PRESSURE INCREASED,5,1.17473449540553
MULTIVITAMINS,ALOPECIA,15,0.602821945154206
MUSCLETECH 100% PREMIUM WHEY PROTEIN PLUS POWDER,ABDOMINAL PAIN UPPER,3,1.93556156976434
MUSCLETECH HYDROXYCUT HARDCORE CAPSULES,DEPRESSION,3,2.68663647645931
MVI,BLOOD ALKALINE PHOSPHATASE INCREASED,4,2.31935975169168
MVI,ALANINE AMINOTRANSFERASE INCREASED,3,1.22334343720111
NAC MARKETING AGELESS MALE,CEREBROVASCULAR ACCIDENT,4,2.73673321592144
NAC MARKETING AGELESS MALE PERFORMANCE,CEREBROVASCULAR ACCIDENT,3,3.27143463687722
NAC MARKETING AGELESS MALE SOFTGEL,MYOCARDIAL INFARCTION,4,1.95489608163443
NAC MARKETING AGELESS MALE TABLET,CEREBROVASCULAR ACCIDENT,7,2.51353372987649
NAC MARKETING AGELESS MALE TABLET,MYOCARDIAL INFARCTION,4,1.81680773435905
NAC MARKETING SUPER BETA PROSTATE,DYSURIA,4,2.86059145607147
NAC MARKETING SUPER BETA PROSTATE,BLOOD URINE PRESENT,5,2.37477289291273
NAC N-ACETYL-CYSTEINE,CHEST DISCOMFORT,3,3.03503705110178
NATTOKINASE,BLOOD PRESSURE INCREASED,3,2.07878096752966
NATURAL ACCELERATOR,URTICARIA,7,1.28565516232701
NATURAL ACCELERATOR,PANCREATITIS,3,1.62832437599165
NATURAL ACCELERATOR ARIZONA NUTRITIONAL SUPPLEMENTS,URTICARIA,8,1.76911138027165
NATURAL ACCELERATOR ARIZONA NUTRITIONAL SUPPLEMENTS,OROPHARYNGEAL SWELLING,4,2.31889825261975
NATURAL ACCELERATOR ARIZONA NUTRITIONAL SUPPLEMENTS,DEHYDRATION,5,1.1816257577317
NATURAL ACCELERATOR ARIZONA NUTRITIONAL SUPPLEMENTS,RASH,5,0.972106951229414
NATURE MADE HAIR SKIN AND NAILS ADULT(DIETARY SUPPLEMENT) GUMMY,ABDOMINAL PAIN UPPER,3,2.13005042715244
NATURE MADE MULTI COMPLETE VITAMIN,HYPERSENSITIVITY,3,2.62307473842973
NATURE MADE MULTI COMPLETE VITAMIN,NAUSEA,3,2.08917415545546
NATURE MADE SUPER B-COMPLEX WITH VITAMIN C & FOLIC ACID (DIETARY SUPPLEMENT) TABLET,STAPHYLOCOCCAL INFECTION,3,3.43373003465435
NATURE MADE SUPER B-COMPLEX WITH VITAMIN C & FOLIC ACID (DIETARY SUPPLEMENT) TABLET,MUSCLE SPASMS,3,1.32397470356668
NATURE MADE VITAMIN C,FOREIGN BODY TRAUMA,3,1.76018109680865
NATURE'S BOUNTY BIOTIN,RENAL FAILURE,3,3.4399667149521
NATURE'S BOUNTY FISH OIL 1200 MG RAPID RELEASE LIQUID SOFTGELS,PAIN IN EXTREMITY,3,3.80350395958981
NATURE'S SUNSHINE SUPER OMEGA 3 EPA DIETARY SUPPLEMENT,ARTHRALGIA,3,4.64632922740013
NATUREMADE FISH OIL 1200 MG,FOREIGN BODY TRAUMA,3,1.37761487038216
NATUREMADE IRON 65 MG,MALABSORPTION,3,4.92918978881127
NATUREMADE IRON 65 MG,CHANGE OF BOWEL HABIT,3,4.17495437996884
NATUREMADE IRON 65 MG,RASH PAPULAR,3,3.28174698643369
NATUREMADE IRON 65 MG,DYSPEPSIA,4,1.66817935292434
NATUREMADE L-LYSINE 1000 MG,FOREIGN BODY TRAUMA,4,2.38576759477679
NATUREMADE SUPER B COMPLEX (DIETARY SUPPLEMENT) TABLET,STAPHYLOCOCCAL INFECTION,8,4.43914833515873
NATUREMADE SUPER B COMPLEX (DIETARY SUPPLEMENT) TABLET,PYREXIA,4,1.72076668384813
NATUREMADE SUPER B COMPLEX (DIETARY SUPPLEMENT) TABLET,COMPUTERISED TOMOGRAM ABNORMAL,3,1.97971527291201
NATUREMADE TRIPLE OMEGA (DIETARY SUPPLEMENT) SOFTGEL,DYSPNOEA,3,1.92985902433487
NATUREMADE VITAMIN C 500 MG WITH ROSE HIPS (DIETARY SUPPLEMENT) TABLET,COUGH,3,2.93552561205781
NATUREMADE VITAMIN C 500 MG WITH ROSE HIPS (DIETARY SUPPLEMENT) TABLET,CHOKING,3,1.11351339909103
NATURES BOUNTY FISH OIL 1000MG RAPID RELEASE SOFTGELS (DIETARY SUPPLEMENT),BLOOD HEAVY METAL INCREASED,5,6.38129934644376
NATURES BOUNTY FISH OIL 1200 MG SOFTGELS AND NATURES BOUNTY FISH OIL 1400 MG SOFTGELS,EYE DISORDER,3,6.51668978022837
NATURES BOUNTY TIMED RELEASED NIACIN 250 MG CAPSULES,CONVULSION,3,2.64477812587081
NEEM,HYPERSENSITIVITY,3,1.78237074214764
NEUROREPLETE DIETARY SUPPLEMENT,HYPOAESTHESIA,3,2.71670683160837
NEW VITALITY SUPER BETA PROSTATE,DYSURIA,8,3.94660395624044
NEW VITALITY SUPER BETA PROSTATE,RENAL FAILURE,3,1.74771930672752
NIACIN,BLOOD POTASSIUM INCREASED,3,1.52967784623206
NIACIN 250 DIETARY SUPPLEMENT TABLET,SWELLING FACE,3,3.12141276806992
NO XPLODE,COLITIS ISCHAEMIC,3,3.36617467494898
NO XPLODE,RHABDOMYOLYSIS,5,1.80982316658114
NO XPLODE,BLOOD CREATINE PHOSPHOKINASE INCREASED,4,1.85644618584602
NO XPLODE,BLOOD CREATININE INCREASED,4,1.43463893732615
NO XPLODE,RENAL FAILURE,4,1.1215301217476
